policy_id,customer_id,policy_type,premium,sum_insured,start_date,end_date
2499,1231,Motor,3868,386800,4/3/2023,9/16/2026
2500,1232,Life,2060,206000,8/3/2024,11/11/2025
2501,1232,Motor,2358,235800,10/9/2023,12/18/2025
2502,1232,Life,2453,245300,12/14/2020,1/19/2022
2503,1233,Health,2029,202900,5/10/2021,7/25/2024
2504,1233,Health,4090,409000,11/20/2022,10/31/2027
2505,1234,Life,1770,177000,10/4/2023,7/27/2028
2506,1234,Motor,4051,405100,8/1/2022,12/22/2026
2507,1234,Health,3890,389000,12/17/2020,4/28/2022
2508,1235,Life,4023,402300,4/28/2022,9/5/2026
2509,1235,Motor,4120,412000,10/5/2024,9/5/2029
2510,1236,Health,1835,183500,7/16/2021,1/2/2023
2511,1236,Life,3719,371900,10/21/2022,6/3/2025
2512,1237,Motor,674,67400,7/21/2023,3/16/2025
2513,1237,Motor,862,86200,1/27/2023,4/18/2026
2514,1238,Health,1280,128000,3/25/2021,9/26/2024
2515,1238,Life,1305,130500,1/7/2023,1/30/2025
2516,1238,Health,1498,149800,7/19/2024,7/21/2027
2517,1239,Motor,1124,112400,5/21/2022,8/3/2025
2518,1239,Life,2231,223100,8/6/2022,4/5/2024
2519,1240,Health,1528,152800,2/23/2023,5/21/2024
2520,1241,Health,4457,445700,7/11/2020,10/11/2021
2521,1241,Life,2273,227300,5/1/2023,8/2/2025
2522,1241,Motor,3223,322300,11/19/2020,4/19/2024
2523,1242,Health,2903,290300,1/4/2024,12/2/2026
2524,1242,Motor,1929,192900,11/29/2021,3/4/2026
2525,1242,Life,534,53400,9/7/2020,5/27/2022
2526,1243,Health,3126,312600,8/4/2024,12/17/2025
2527,1243,Motor,4055,405500,4/4/2022,4/27/2024
2528,1244,Health,3273,327300,12/7/2022,3/10/2026
2529,1244,Motor,2943,294300,2/4/2021,8/16/2024
2530,1245,Life,1341,134100,10/25/2020,10/25/2023
2531,1245,Health,976,97600,9/28/2022,1/1/2025
2532,1246,Health,580,58000,10/28/2023,9/29/2025
2533,1247,Life,1094,109400,12/15/2024,7/17/2029
2534,1247,Motor,2510,251000,12/25/2020,10/24/2023
2535,1248,Motor,3464,346400,8/19/2023,3/15/2027
2536,1249,Health,2154,215400,7/8/2021,10/10/2023
2537,1249,Motor,3227,322700,12/4/2024,8/7/2028
2538,1249,Health,1413,141300,4/7/2022,9/19/2024
2539,1250,Life,1915,191500,8/13/2023,3/13/2025
2540,1251,Motor,1252,125200,3/30/2023,8/23/2027
2541,1251,Motor,4864,486400,4/17/2023,11/22/2027
2542,1252,Motor,1965,196500,6/25/2021,5/13/2025
2543,1253,Health,4916,491600,6/25/2020,10/19/2024
2544,1253,Motor,4957,495700,8/20/2022,7/31/2024
2545,1253,Motor,4079,407900,1/30/2022,11/22/2023
2546,1254,Motor,3595,359500,12/13/2021,12/2/2023
2547,1254,Health,4186,418600,4/27/2023,8/12/2024
2548,1254,Health,4750,475000,2/4/2025,9/14/2027
2549,1255,Motor,3411,341100,10/30/2020,6/27/2023
2550,1255,Health,1434,143400,6/18/2023,8/30/2024
2551,1256,Health,1162,116200,8/3/2020,5/1/2022
2552,1256,Life,3588,358800,11/17/2021,11/15/2025
2553,1257,Health,3641,364100,2/5/2021,10/25/2023
2554,1257,Life,3548,354800,9/11/2024,3/28/2026
2555,1257,Health,3398,339800,9/20/2022,2/1/2027
2556,1258,Motor,871,87100,11/2/2024,8/5/2027
2557,1258,Life,4849,484900,4/10/2020,12/19/2021
2558,1258,Health,1076,107600,9/3/2020,8/31/2024
2559,1259,Motor,2852,285200,9/22/2022,5/20/2024
2560,1260,Life,3673,367300,9/23/2021,10/10/2022
2561,1260,Life,2794,279400,7/7/2022,4/18/2026
2562,1260,Health,1854,185400,1/24/2024,11/4/2025
2563,1261,Life,2345,234500,3/26/2023,3/24/2025
2564,1261,Life,1818,181800,5/17/2020,2/10/2024
2565,1262,Motor,1543,154300,3/3/2025,1/20/2027
2566,1262,Health,931,93100,9/4/2021,1/12/2026
2567,1262,Life,3140,314000,3/26/2020,1/15/2024
2568,1263,Health,3071,307100,5/3/2022,5/1/2024
2569,1264,Health,571,57100,11/23/2020,1/21/2024
2570,1265,Health,1330,133000,7/24/2023,9/15/2025
2571,1266,Health,3554,355400,4/1/2023,12/20/2027
2572,1267,Health,955,95500,7/16/2022,6/27/2027
2573,1267,Health,1888,188800,5/9/2023,11/24/2027
2574,1268,Health,4148,414800,2/11/2022,5/20/2024
2575,1268,Motor,4107,410700,8/9/2022,7/24/2026
2576,1268,Life,1463,146300,7/19/2020,5/23/2024
2577,1269,Health,4538,453800,4/18/2022,4/12/2026
2578,1269,Motor,1747,174700,2/24/2025,2/20/2029
2579,1270,Health,4527,452700,3/3/2025,5/9/2028
2580,1271,Motor,4897,489700,8/30/2023,10/20/2024
2581,1271,Motor,1709,170900,5/27/2023,8/24/2026
2582,1271,Life,2602,260200,1/4/2022,1/12/2023
2583,1272,Life,3724,372400,12/31/2024,12/6/2029
2584,1273,Life,1313,131300,3/14/2022,3/17/2025
2585,1274,Health,3753,375300,10/15/2024,6/3/2026
2586,1274,Motor,2370,237000,7/10/2024,12/29/2028
2587,1275,Health,2457,245700,10/23/2021,12/9/2024
2588,1275,Life,3098,309800,1/1/2024,6/20/2026
2589,1276,Motor,826,82600,2/22/2021,8/31/2022
2590,1276,Health,3257,325700,11/2/2024,4/6/2026
2591,1277,Motor,559,55900,7/2/2024,6/17/2026
2592,1277,Motor,1692,169200,7/8/2021,3/17/2025
2593,1277,Health,3622,362200,12/28/2023,7/13/2027
2594,1278,Health,684,68400,1/29/2025,10/24/2028
2595,1278,Life,4344,434400,11/28/2023,12/29/2027
2596,1278,Motor,2674,267400,8/30/2024,6/26/2029
2597,1279,Life,1057,105700,4/12/2020,10/29/2022
2598,1280,Life,4464,446400,8/16/2023,11/10/2026
2599,1280,Motor,2238,223800,11/25/2021,3/17/2026
2600,1281,Health,4295,429500,2/20/2024,5/28/2026
2601,1281,Health,3271,327100,7/13/2020,5/2/2022
2602,1282,Health,2643,264300,3/25/2023,1/31/2026
2603,1282,Life,1082,108200,9/17/2020,6/26/2022
2604,1283,Life,4195,419500,11/2/2021,12/29/2024
2605,1283,Motor,2406,240600,2/5/2021,12/17/2023
2606,1284,Motor,1485,148500,8/12/2023,2/14/2027
2607,1284,Health,1499,149900,4/30/2022,12/29/2024
2608,1284,Motor,4121,412100,3/27/2024,11/16/2026
2609,1285,Health,3632,363200,8/5/2021,5/19/2023
2610,1285,Life,1294,129400,4/15/2020,6/15/2024
2611,1285,Motor,728,72800,3/4/2024,2/9/2027
2612,1286,Life,3491,349100,3/2/2025,2/25/2029
2613,1286,Life,573,57300,5/12/2023,7/27/2027
2614,1287,Motor,4907,490700,6/4/2024,3/1/2027
2615,1287,Life,4771,477100,2/1/2022,1/6/2025
2616,1287,Health,2935,293500,9/4/2022,2/1/2026
2617,1288,Health,1363,136300,10/6/2021,10/10/2022
2618,1288,Health,2021,202100,7/12/2020,12/8/2021
2619,1289,Life,3489,348900,2/25/2025,7/7/2029
2620,1289,Motor,2006,200600,7/30/2023,2/14/2028
2621,1290,Motor,2026,202600,4/11/2021,2/24/2025
2622,1290,Life,2278,227800,7/1/2020,11/3/2022
2623,1291,Health,4653,465300,1/20/2021,3/25/2022
2624,1292,Health,3411,341100,1/27/2022,8/3/2024
2625,1293,Motor,2211,221100,4/29/2022,4/20/2025
2626,1293,Health,1228,122800,9/23/2021,1/10/2023
2627,1293,Health,4299,429900,7/27/2020,9/17/2022
2628,1294,Motor,3117,311700,7/5/2021,6/13/2024
2629,1295,Life,4357,435700,8/9/2021,7/24/2023
2630,1295,Life,4795,479500,12/3/2020,3/30/2024
2631,1295,Health,4109,410900,5/4/2021,8/13/2023
2632,1296,Life,2663,266300,1/15/2023,12/22/2026
2633,1297,Life,3789,378900,10/7/2021,4/13/2025
2634,1297,Health,3616,361600,2/7/2024,1/24/2029
2635,1298,Motor,2779,277900,12/13/2021,11/11/2025
2636,1298,Life,4588,458800,4/11/2024,1/3/2026
2637,1299,Life,3691,369100,3/19/2021,5/21/2022
2638,1299,Motor,707,70700,1/12/2022,11/9/2023
2639,1299,Motor,2493,249300,9/16/2021,11/2/2023
2640,1300,Life,2527,252700,9/21/2024,7/4/2027
2641,1300,Health,3638,363800,11/12/2024,2/28/2028
2642,1300,Motor,754,75400,7/5/2023,10/17/2026
2643,1301,Motor,2952,295200,10/30/2021,9/20/2025
2644,1301,Motor,2582,258200,2/19/2025,9/24/2028
2645,1302,Motor,4882,488200,3/16/2022,10/5/2024
2646,1302,Motor,2587,258700,4/1/2022,10/21/2025
2647,1303,Health,4508,450800,7/23/2020,8/23/2021
2648,1304,Motor,1742,174200,1/13/2023,10/9/2026
2649,1304,Motor,556,55600,8/27/2024,12/29/2025
2650,1304,Health,1950,195000,6/24/2020,10/19/2023
2651,1305,Health,1319,131900,12/4/2020,9/15/2023
2652,1305,Motor,4227,422700,6/16/2022,12/15/2023
2653,1306,Life,3235,323500,5/19/2024,8/8/2027
2654,1307,Health,2477,247700,6/6/2023,8/30/2026
2655,1307,Motor,1037,103700,5/7/2021,2/19/2023
2656,1307,Health,4382,438200,1/23/2024,3/2/2025
2657,1308,Life,3838,383800,11/10/2022,12/28/2025
2658,1308,Life,4677,467700,8/9/2020,2/19/2023
2659,1309,Health,3873,387300,10/19/2023,11/27/2024
2660,1310,Health,4744,474400,5/14/2023,7/7/2025
2661,1311,Motor,2954,295400,9/9/2022,4/17/2026
2662,1311,Life,2567,256700,7/11/2021,8/6/2025
2663,1312,Health,2635,263500,10/16/2024,2/10/2027
2664,1312,Motor,3146,314600,1/15/2023,11/24/2024
2665,1312,Health,1741,174100,9/10/2022,6/18/2024
2666,1313,Motor,4041,404100,4/9/2022,9/22/2026
2667,1314,Life,4295,429500,2/19/2025,1/31/2027
2668,1315,Life,2157,215700,4/3/2021,11/27/2025
2669,1316,Life,654,65400,4/18/2020,4/27/2024
2670,1316,Motor,1986,198600,7/6/2020,4/16/2025
2671,1316,Health,2463,246300,7/1/2021,8/2/2022
2672,1317,Health,1153,115300,2/28/2024,2/20/2029
2673,1317,Motor,1809,180900,2/28/2021,6/17/2025
2674,1317,Motor,1690,169000,4/7/2020,2/12/2024
2675,1318,Health,1252,125200,12/16/2023,12/23/2024
2676,1319,Health,4762,476200,5/5/2024,9/27/2028
2677,1319,Health,2619,261900,7/17/2024,9/11/2026
2678,1319,Motor,2393,239300,3/24/2020,5/26/2022
2679,1320,Life,2944,294400,3/21/2020,3/31/2023
2680,1320,Motor,1512,151200,5/29/2022,7/10/2025
2681,1321,Motor,548,54800,8/1/2020,6/9/2024
2682,1321,Health,1828,182800,6/15/2023,8/12/2025
2683,1322,Health,2897,289700,11/7/2020,4/15/2024
2684,1322,Motor,4848,484800,6/30/2022,9/4/2023
2685,1322,Motor,4055,405500,10/28/2020,11/1/2022
2686,1323,Life,1493,149300,5/31/2022,5/28/2024
2687,1323,Health,3704,370400,9/12/2021,8/27/2025
2688,1324,Life,905,90500,2/9/2022,5/29/2025
2689,1324,Life,4435,443500,7/20/2024,10/2/2026
2690,1325,Motor,1872,187200,11/9/2020,3/27/2022
2691,1326,Motor,4512,451200,10/29/2024,12/4/2025
2692,1326,Health,1692,169200,12/22/2023,1/21/2026
2693,1327,Motor,3463,346300,9/13/2024,5/7/2028
2694,1328,Motor,3934,393400,7/12/2024,2/14/2028
2695,1328,Health,3417,341700,5/10/2023,2/12/2025
2696,1329,Health,2449,244900,1/18/2022,10/8/2024
2697,1330,Life,765,76500,6/25/2023,11/9/2024
2698,1330,Motor,1789,178900,2/8/2021,12/22/2022
2699,1331,Health,3096,309600,9/24/2021,9/7/2026
2700,1331,Motor,2734,273400,9/9/2022,7/11/2024
2701,1331,Health,2503,250300,10/20/2024,4/30/2028
2702,1332,Motor,1148,114800,9/9/2020,7/12/2022
2703,1332,Motor,3342,334200,4/13/2024,7/10/2028
2704,1333,Motor,4433,443300,4/1/2020,8/17/2021
2705,1334,Life,2544,254400,6/29/2020,5/11/2022
2706,1334,Motor,2038,203800,4/24/2021,11/6/2022
2707,1335,Life,3783,378300,1/6/2021,12/18/2022
2708,1335,Life,1599,159900,12/25/2020,9/14/2024
2709,1335,Health,3814,381400,11/8/2022,6/19/2025
2710,1336,Motor,3779,377900,8/15/2021,7/11/2026
2711,1337,Health,3834,383400,3/9/2022,7/11/2026
2712,1338,Health,2564,256400,9/7/2024,8/4/2026
2713,1338,Motor,2070,207000,7/16/2021,3/20/2024
2714,1339,Health,3723,372300,6/19/2021,9/23/2023
2715,1339,Motor,4156,415600,4/3/2020,10/6/2021
2716,1339,Life,2739,273900,6/10/2022,11/15/2026
2717,1340,Life,1520,152000,10/20/2022,8/18/2025
2718,1340,Motor,1592,159200,4/5/2020,2/3/2023
2719,1340,Life,1462,146200,5/26/2023,2/1/2027
2720,1341,Life,3127,312700,10/11/2024,1/7/2029
2721,1342,Motor,4907,490700,8/20/2020,1/29/2022
2722,1343,Motor,3650,365000,10/15/2021,11/20/2022
2723,1344,Health,3144,314400,7/29/2023,10/28/2027
2724,1345,Health,3066,306600,4/9/2024,9/30/2027
2725,1345,Life,1099,109900,5/28/2024,1/7/2027
2726,1345,Health,704,70400,5/11/2024,3/31/2029
2727,1346,Health,2163,216300,8/16/2022,8/28/2023
2728,1347,Motor,1684,168400,1/23/2023,7/28/2024
2729,1347,Life,2553,255300,11/21/2021,10/22/2024
2730,1348,Life,3930,393000,8/31/2021,2/21/2025
2731,1348,Health,4941,494100,11/30/2020,8/30/2025
2732,1349,Health,2212,221200,11/24/2021,4/10/2023
2733,1349,Life,566,56600,4/7/2023,5/29/2027
2734,1349,Health,4262,426200,8/16/2024,9/18/2028
2735,1350,Health,1686,168600,3/20/2024,6/22/2026
2736,1351,Motor,3464,346400,10/19/2020,2/12/2022
2737,1351,Motor,2904,290400,3/31/2022,8/30/2024
2738,1352,Life,4901,490100,3/11/2024,10/18/2026
2739,1352,Health,4400,440000,7/31/2022,7/22/2027
2740,1352,Health,2117,211700,4/12/2021,4/22/2022
2741,1353,Health,1995,199500,11/30/2022,5/21/2027
2742,1353,Motor,1524,152400,4/16/2023,1/16/2026
2743,1353,Health,3698,369800,9/11/2024,4/30/2028
2744,1354,Motor,4588,458800,6/8/2021,4/30/2023
2745,1354,Health,3263,326300,4/30/2022,3/10/2024
2746,1355,Life,3275,327500,3/7/2021,4/26/2025
2747,1355,Health,4804,480400,2/21/2023,3/3/2025
2748,1356,Health,2386,238600,6/15/2024,2/11/2029
2749,1356,Motor,4831,483100,5/20/2020,7/2/2024
2750,1357,Motor,1164,116400,3/19/2021,10/24/2022
2751,1357,Motor,3675,367500,1/19/2024,5/24/2027
2752,1357,Motor,2462,246200,10/17/2023,6/21/2025
2753,1358,Life,3686,368600,7/17/2024,3/18/2026
2754,1358,Motor,3656,365600,6/17/2024,1/17/2026
2755,1358,Motor,874,87400,1/11/2024,10/26/2026
2756,1359,Motor,3146,314600,1/31/2024,9/17/2028
2757,1359,Health,3129,312900,6/14/2022,11/10/2025
2758,1359,Health,4333,433300,8/3/2022,9/8/2023
2759,1360,Health,2059,205900,11/1/2022,4/10/2024
2760,1361,Motor,2236,223600,6/19/2020,11/7/2023
2761,1362,Health,3538,353800,5/9/2023,6/14/2025
2762,1362,Motor,3973,397300,1/31/2021,9/23/2022
2763,1363,Health,1866,186600,5/2/2024,4/30/2027
2764,1364,Motor,2101,210100,1/21/2022,5/1/2025
2765,1364,Health,3836,383600,11/22/2020,11/18/2022
2766,1364,Motor,2931,293100,2/6/2023,7/12/2024
2767,1365,Health,3952,395200,12/8/2023,4/1/2025
2768,1365,Life,578,57800,10/24/2021,12/13/2022
2769,1366,Health,4998,499800,3/3/2023,7/25/2026
2770,1366,Life,3414,341400,4/9/2020,7/7/2021
2771,1367,Life,2062,206200,12/15/2022,10/17/2027
2772,1367,Life,4821,482100,4/17/2022,8/31/2026
2773,1368,Motor,3906,390600,6/21/2023,5/10/2028
2774,1368,Motor,4684,468400,3/3/2025,12/11/2028
2775,1369,Life,3495,349500,9/7/2020,7/6/2022
2776,1369,Motor,1243,124300,9/21/2023,9/8/2025
2777,1370,Life,4867,486700,2/3/2022,6/3/2025
2778,1370,Life,1868,186800,6/3/2021,9/17/2024
2779,1371,Health,1548,154800,11/7/2022,4/6/2025
2780,1371,Life,2820,282000,10/20/2023,2/12/2026
2781,1371,Health,2171,217100,1/19/2022,6/6/2023
2782,1372,Motor,3281,328100,9/8/2020,5/10/2022
2783,1372,Life,1007,100700,10/8/2024,8/19/2028
2784,1373,Motor,1414,141400,12/31/2023,3/6/2028
2785,1373,Health,910,91000,5/15/2023,7/3/2024
2786,1374,Life,3130,313000,7/13/2021,2/22/2026
2787,1374,Health,1224,122400,3/29/2024,11/15/2025
2788,1375,Motor,4788,478800,1/14/2024,1/19/2028
2789,1376,Motor,3086,308600,5/22/2022,12/21/2024
2790,1377,Life,1645,164500,5/16/2024,12/1/2026
2791,1377,Life,1087,108700,10/18/2022,8/11/2027
2792,1377,Motor,2968,296800,9/19/2020,5/18/2022
2793,1378,Motor,4777,477700,1/19/2022,11/9/2024
2794,1378,Life,3753,375300,9/5/2021,9/21/2023
2795,1379,Motor,3503,350300,8/10/2021,3/18/2026
2796,1379,Health,2362,236200,3/15/2021,8/25/2025
2797,1380,Motor,3557,355700,7/5/2021,10/9/2023
2798,1381,Health,1535,153500,5/21/2021,1/2/2026
2799,1382,Health,2748,274800,4/16/2024,4/1/2026
2800,1382,Life,3530,353000,2/16/2021,3/31/2023
2801,1383,Motor,3603,360300,10/7/2021,4/5/2024
2802,1383,Health,4311,431100,6/17/2020,4/14/2022
2803,1384,Motor,4197,419700,5/5/2024,6/20/2025
2804,1384,Motor,3840,384000,4/13/2023,2/15/2026
2805,1385,Health,2013,201300,6/3/2021,11/20/2022
2806,1385,Life,3022,302200,2/20/2025,2/11/2029
2807,1385,Life,4565,456500,10/18/2023,1/11/2025
2808,1386,Health,1563,156300,1/23/2025,11/30/2027
2809,1386,Life,4389,438900,11/18/2023,1/31/2028
2810,1386,Health,787,78700,11/15/2022,4/7/2025
2811,1387,Health,3876,387600,11/8/2020,4/10/2024
2812,1387,Motor,3101,310100,7/13/2021,5/7/2026
2813,1388,Health,1361,136100,8/28/2021,11/30/2023
2814,1388,Life,3404,340400,3/29/2020,8/16/2024
2815,1388,Health,1545,154500,2/11/2024,12/5/2025
2816,1389,Motor,3073,307300,2/27/2021,6/23/2025
2817,1389,Life,946,94600,9/20/2023,6/7/2027
2818,1390,Health,4308,430800,12/20/2023,3/14/2025
2819,1391,Motor,615,61500,12/20/2022,7/30/2027
2820,1391,Motor,1060,106000,5/31/2023,10/17/2025
2821,1391,Motor,916,91600,6/11/2021,10/26/2025
2822,1392,Health,4519,451900,12/1/2024,12/16/2025
2823,1392,Motor,3205,320500,5/13/2022,12/20/2023
2824,1392,Life,2091,209100,11/28/2023,2/22/2026
2825,1393,Health,868,86800,12/13/2024,12/11/2026
2826,1393,Life,1070,107000,1/2/2022,1/5/2024
2827,1394,Life,3359,335900,8/7/2020,2/26/2025
2828,1394,Health,2067,206700,7/10/2024,3/29/2026
2829,1395,Health,3459,345900,10/12/2023,12/10/2025
2830,1395,Life,3930,393000,9/2/2024,10/9/2028
2831,1396,Life,4155,415500,5/18/2021,10/16/2023
2832,1396,Life,2985,298500,7/17/2022,2/16/2025
2833,1397,Motor,3845,384500,4/8/2021,7/16/2025
2834,1397,Motor,3342,334200,6/24/2021,7/8/2024
2835,1397,Life,795,79500,5/3/2024,5/26/2026
2836,1398,Life,3278,327800,2/1/2024,5/24/2025
2837,1398,Motor,550,55000,4/14/2023,4/7/2027
2838,1398,Life,3926,392600,5/16/2021,10/3/2024
2839,1399,Health,1794,179400,10/7/2024,1/26/2029
2840,1399,Motor,4902,490200,4/18/2021,12/19/2022
2841,1400,Life,803,80300,2/11/2025,4/23/2029
2842,1400,Life,3489,348900,2/16/2022,4/6/2024
2843,1400,Motor,2163,216300,4/8/2023,5/13/2026
2844,1401,Health,4767,476700,1/20/2024,9/5/2028
2845,1402,Motor,3600,360000,3/25/2023,11/21/2024
2846,1402,Motor,2222,222200,11/13/2022,11/20/2024
2847,1402,Health,3336,333600,12/16/2020,11/27/2023
2848,1403,Motor,2900,290000,7/19/2021,11/24/2023
2849,1403,Health,1473,147300,9/9/2023,9/8/2024
2850,1403,Health,1150,115000,1/6/2023,9/10/2025
2851,1404,Health,790,79000,7/19/2022,7/20/2023
2852,1404,Health,820,82000,10/10/2024,3/27/2028
2853,1404,Health,1323,132300,7/5/2023,10/6/2024
2854,1405,Life,3258,325800,1/17/2021,5/15/2025
2855,1406,Health,4692,469200,10/8/2024,6/12/2026
2856,1406,Motor,3455,345500,5/29/2024,11/19/2025
2857,1407,Health,2770,277000,12/20/2024,9/13/2026
2858,1407,Life,4055,405500,6/16/2020,3/6/2022
2859,1408,Motor,4947,494700,10/2/2023,5/2/2028
2860,1408,Health,2903,290300,11/16/2021,2/8/2024
2861,1409,Motor,3906,390600,3/24/2021,12/27/2022
2862,1409,Health,4732,473200,10/13/2023,8/9/2025
2863,1410,Motor,2868,286800,6/7/2021,10/7/2025
2864,1411,Motor,1409,140900,3/4/2022,12/6/2024
2865,1411,Health,875,87500,12/13/2021,5/2/2025
2866,1412,Life,3150,315000,5/30/2021,10/13/2022
2867,1413,Health,1446,144600,12/12/2020,10/18/2024
2868,1414,Life,4146,414600,2/28/2023,5/16/2026
2869,1414,Health,2553,255300,12/10/2021,9/19/2025
2870,1414,Health,1591,159100,6/13/2022,11/10/2026
2871,1415,Health,1504,150400,11/18/2020,12/16/2021
2872,1416,Life,2608,260800,3/19/2022,10/8/2026
2873,1417,Life,2490,249000,12/23/2020,11/20/2025
2874,1417,Life,4112,411200,3/30/2022,6/24/2023
2875,1418,Life,3401,340100,1/4/2023,3/2/2024
2876,1419,Motor,1510,151000,9/5/2022,3/15/2027
2877,1419,Life,4737,473700,7/11/2022,2/11/2027
2878,1419,Motor,1366,136600,12/15/2020,12/10/2025
2879,1420,Motor,3440,344000,7/28/2021,2/6/2025
2880,1420,Life,4310,431000,10/22/2024,1/19/2027
2881,1421,Health,2762,276200,8/13/2022,5/16/2027
2882,1421,Motor,3753,375300,2/17/2022,2/20/2023
2883,1421,Motor,3071,307100,11/11/2020,1/24/2025
2884,1422,Health,2386,238600,6/14/2021,2/27/2026
2885,1422,Health,4381,438100,2/6/2022,9/22/2026
2886,1423,Life,3793,379300,4/10/2023,7/13/2024
2887,1423,Health,1666,166600,1/16/2022,11/2/2025
2888,1423,Life,4700,470000,12/2/2022,10/1/2024
2889,1424,Motor,3700,370000,11/16/2020,5/14/2024
2890,1424,Health,752,75200,7/18/2020,5/14/2023
2891,1425,Life,3424,342400,12/28/2022,6/23/2026
2892,1426,Motor,2003,200300,8/12/2021,11/28/2024
2893,1426,Health,2877,287700,2/1/2024,10/2/2028
2894,1427,Life,2591,259100,5/18/2023,2/26/2028
2895,1427,Health,4457,445700,6/4/2022,7/23/2026
2896,1428,Motor,2050,205000,3/4/2025,6/26/2026
2897,1429,Health,2374,237400,7/23/2021,9/3/2022
2898,1430,Health,1701,170100,8/11/2023,6/18/2026
2899,1431,Life,2210,221000,8/1/2023,8/3/2025
2900,1432,Motor,3892,389200,11/21/2024,10/16/2027
2901,1432,Life,2652,265200,4/16/2023,7/29/2027
2902,1432,Motor,4543,454300,12/5/2023,3/28/2026
2903,1433,Health,4979,497900,2/7/2022,3/5/2026
2904,1433,Health,762,76200,2/20/2025,4/20/2028
2905,1433,Health,4494,449400,1/29/2021,7/5/2022
2906,1434,Life,4682,468200,10/7/2020,10/27/2022
2907,1434,Life,1276,127600,2/12/2024,11/24/2027
2908,1434,Life,1706,170600,9/21/2024,2/28/2027
2909,1435,Health,2353,235300,5/24/2020,12/4/2023
2910,1435,Life,3266,326600,3/5/2024,12/7/2026
2911,1436,Life,3655,365500,6/6/2023,8/26/2025
2912,1436,Motor,4433,443300,10/8/2020,7/22/2024
2913,1436,Motor,3779,377900,6/20/2024,3/4/2029
2914,1437,Health,905,90500,12/23/2024,7/3/2028
2915,1437,Health,3162,316200,1/5/2023,6/19/2024
2916,1438,Motor,4516,451600,10/6/2022,11/12/2026
2917,1438,Life,948,94800,7/5/2023,5/25/2025
2918,1439,Life,1997,199700,5/17/2020,10/30/2023
2919,1440,Life,4032,403200,7/30/2024,4/5/2026
2920,1441,Motor,4150,415000,5/11/2023,7/16/2026
2921,1442,Health,1085,108500,12/23/2024,7/4/2028
2922,1442,Motor,2182,218200,5/5/2022,3/13/2027
2923,1443,Health,4670,467000,1/5/2024,6/7/2026
2924,1444,Life,1521,152100,8/13/2022,8/22/2024
2925,1445,Health,2326,232600,11/11/2022,11/5/2025
2926,1446,Health,1862,186200,2/9/2023,4/9/2027
2927,1447,Motor,3326,332600,6/26/2020,4/18/2024
2928,1447,Health,4381,438100,8/28/2023,3/28/2027
2929,1448,Health,1935,193500,12/11/2020,2/9/2025
2930,1448,Health,2622,262200,4/11/2020,1/22/2022
2931,1449,Life,3747,374700,1/6/2022,3/9/2024
2932,1449,Life,2720,272000,4/1/2023,8/22/2027
2933,1450,Health,2835,283500,6/28/2022,8/25/2025
2934,1450,Health,1956,195600,11/11/2022,10/23/2027
2935,1451,Motor,976,97600,7/28/2020,10/21/2023
2936,1451,Life,3124,312400,8/25/2021,4/19/2026
2937,1452,Motor,2504,250400,4/13/2020,4/23/2023
2938,1452,Motor,1904,190400,7/20/2023,5/14/2028
2939,1453,Motor,3918,391800,10/3/2022,6/9/2024
2940,1453,Life,4422,442200,9/9/2023,1/2/2025
2941,1454,Life,1179,117900,11/24/2024,3/16/2027
2942,1455,Motor,605,60500,12/5/2020,10/21/2023
2943,1456,Health,890,89000,3/12/2022,9/27/2024
2944,1456,Health,852,85200,5/10/2020,4/12/2024
2945,1457,Motor,3705,370500,5/5/2022,1/23/2026
2946,1457,Health,704,70400,4/11/2021,11/30/2025
2947,1457,Health,1041,104100,5/2/2023,12/11/2026
2948,1458,Health,4045,404500,12/6/2022,9/5/2027
2949,1458,Health,2427,242700,10/24/2024,4/21/2029
2950,1459,Life,4427,442700,2/28/2023,10/21/2024
2951,1460,Motor,3039,303900,3/1/2021,1/19/2026
2952,1460,Health,4512,451200,3/13/2024,7/31/2026
2953,1461,Life,3790,379000,12/19/2023,12/22/2024
2954,1462,Life,2402,240200,8/22/2024,4/24/2027
2955,1463,Life,2003,200300,3/16/2021,10/9/2023
2956,1463,Life,4630,463000,8/13/2022,2/18/2027
2957,1464,Life,946,94600,2/3/2023,8/24/2024
2958,1464,Motor,2137,213700,8/11/2020,1/2/2023
2959,1465,Life,4371,437100,1/5/2023,11/14/2025
2960,1466,Motor,4094,409400,9/15/2021,8/26/2024
2961,1466,Life,4862,486200,2/18/2025,6/27/2028
2962,1466,Health,4882,488200,11/11/2024,10/13/2028
2963,1467,Motor,2126,212600,1/28/2024,12/18/2028
2964,1467,Health,1956,195600,8/9/2022,3/28/2026
2965,1467,Life,4075,407500,7/25/2021,3/26/2023
2966,1468,Health,3950,395000,4/14/2023,9/28/2024
2967,1469,Life,4541,454100,4/2/2021,10/13/2024
2968,1469,Health,4701,470100,5/9/2023,10/6/2025
2969,1470,Health,1490,149000,12/3/2022,10/31/2024
2970,1471,Life,2531,253100,11/23/2023,3/10/2026
2971,1471,Life,1321,132100,4/23/2023,12/19/2024
2972,1471,Motor,1312,131200,9/21/2022,9/25/2026
2973,1472,Life,1499,149900,9/6/2023,11/19/2027
2974,1472,Life,2862,286200,1/8/2022,10/20/2025
2975,1473,Life,2945,294500,12/7/2020,4/30/2024
